YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Consumption_Pattern,ConditionType,Condition,Sex,AgeGroup,Direct_AAF,Direct_AAF_Alternate,Indirect_AAF_Low,Indirect_AAF_Low_Alt,Indirect_AAF_Medium,Indirect_AAF_Medium_Alt,Indirect_AAF_High,Indirect_AAF_High_Alt,LocationID,ClassID,ConditionID,ConsumptionID,Stratification1ID,Stratification2ID
2006,2010,LA,Louisiana,ARDI,Excessive Use,Acute     ,Water transport,Male,All Ages,0.18,0.18,,,,,,,21,ACUTE,WATTRA,EXCUSE,GENM,AGEGRP0
2006,2010,AK,Alaska,ARDI,Excessive Use,Chronic   ,Ischemic heart disease,Female,All Ages,,,N/A,0.00,0.00,0.00,0.00,0.00,02,CHRONIC,ISCHTD,EXCUSE,GENF,AGEGRP0
2006,2010,NM,New Mexico,ARDI,Excessive Use,Chronic   ,Gastroesophageal hemorrhage,Female,All Ages,0.47,0.47,,,,,,,35,CHRONIC,GASHEM,EXCUSE,GENF,AGEGRP0
2006,2010,AK,Alaska,ARDI,Excessive Use,Chronic   ,Alcohol cardiomyopathy,Female,All Ages,1.00,1.00,,,,,,,02,CHRONIC,ALCCAR,EXCUSE,GENF,AGEGRP0
2006,2010,MD,Maryland,ARDI,Excessive Use,Chronic   ,Alcohol polyneuropathy,Female,All Ages,1.00,1.00,,,,,,,24,CHRONIC,ALCPOL,EXCUSE,GENF,AGEGRP0
2006,2010,IL,Illinois,ARDI,Excessive Use,Chronic   ,Alcohol dependence syndrome,Male,All Ages,1.00,1.00,,,,,,,17,CHRONIC,ALCDSY,EXCUSE,GENM,AGEGRP0
2006,2010,WY,Wyoming,ARDI,Excessive Use,Acute     ,Water transport,Female,All Ages,0.18,0.18,,,,,,,56,ACUTE,WATTRA,EXCUSE,GENF,AGEGRP0
2006,2010,IA,Iowa,ARDI,Excessive Use,Acute     ,Motor-vehicle nontraffic crashes,Female,All Ages,0.18,0.18,,,,,,,19,ACUTE,MTVNTR,EXCUSE,GENF,AGEGRP0
2006,2010,MT,Montana,ARDI,Excessive Use,Chronic   ,Epilepsy,Female,All Ages,0.15,0.15,,,,,,,30,CHRONIC,EPILEP,EXCUSE,GENF,AGEGRP0
2006,2010,OR,Oregon,ARDI,Excessive Use,Chronic   ,Alcoholic liver disease,Male,All Ages,1.00,1.00,,,,,,,41,CHRONIC,ALCLID,EXCUSE,GENM,AGEGRP0
2006,2010,LA,Louisiana,ARDI,Excessive Use,Acute     ,Alcohol poisoning,Female,All Ages,1.00,1.00,,,,,,,21,ACUTE,ALCPOI,EXCUSE,GENF,AGEGRP0
2006,2010,ME,Maine,ARDI,Excessive Use,Acute     ,Other road vehicle crashes,Female,All Ages,0.18,0.18,,,,,,,23,ACUTE,ORVACC,EXCUSE,GENF,AGEGRP0
2006,2010,ID,Idaho,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Male,15-19,0.26,0.26,,,,,,,16,ACUTE,MTVTRA,EXCUSE,GENM,AGEGRP8
2006,2010,MN,Minnesota,ARDI,Excessive Use,Acute     ,Excessive blood alcohol level,Male,All Ages,1.00,1.00,,,,,,,27,ACUTE,ALCBLA,EXCUSE,GENM,AGEGRP0
2006,2010,MA,Massachusetts,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,0-14,0.15,0.15,,,,,,,25,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP7
2006,2010,ID,Idaho,ARDI,Excessive Use,Chronic   ,Alcohol cardiomyopathy,Male,All Ages,1.00,1.00,,,,,,,16,CHRONIC,ALCCAR,EXCUSE,GENM,AGEGRP0
2006,2010,CT,Connecticut,ARDI,Excessive Use,Chronic   ,Fetus and newborn affected by maternal use of alcohol,Female,All Ages,1.00,1.00,,,,,,,09,CHRONIC,ALCMAU,EXCUSE,GENF,AGEGRP0
2006,2010,RI,Rhode Island,ARDI,Excessive Use,Chronic   ,Chronic pancreatitis,Female,All Ages,0.84,0.84,,,,,,,44,CHRONIC,CHRPAN,EXCUSE,GENF,AGEGRP0
2006,2010,RI,Rhode Island,ARDI,Excessive Use,Acute     ,Drowning,Female,All Ages,0.34,0.34,,,,,,,44,ACUTE,DROWNI,EXCUSE,GENF,AGEGRP0
2006,2010,IL,Illinois,ARDI,Excessive Use,Chronic   ,Oropharyngeal cancer,Female,All Ages,,,N/A,0.00,0.01,0.01,0.02,0.02,17,CHRONIC,OROCAN,EXCUSE,GENF,AGEGRP0
2006,2010,NC,North Carolina,ARDI,Excessive Use,Chronic   ,Cholelithiases,Male,All Ages,,,N/A,0.00,0.00,0.00,-0.01,-0.01,37,CHRONIC,CHOLEL,EXCUSE,GENM,AGEGRP0
2006,2010,GA,Georgia,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,55-64,0.16,0.16,,,,,,,13,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP13
2006,2010,MI,Michigan,ARDI,Excessive Use,Acute     ,Child maltreatment,Female,All Ages,0.16,0.16,,,,,,,26,ACUTE,CHILAB,EXCUSE,GENF,AGEGRP0
2006,2010,KS,Kansas,ARDI,Excessive Use,Acute     ,Homicide,Female,All Ages,0.47,0.47,,,,,,,20,ACUTE,HOMICI,EXCUSE,GENF,AGEGRP0
2006,2010,LA,Louisiana,ARDI,Excessive Use,Chronic   ,Hypertension,Female,All Ages,,,N/A,0.00,0.01,0.01,0.01,0.01,21,CHRONIC,HYPERT,EXCUSE,GENF,AGEGRP0
2006,2010,VT,Vermont,ARDI,Excessive Use,Chronic   ,Alcohol cardiomyopathy,Male,All Ages,1.00,1.00,,,,,,,50,CHRONIC,ALCCAR,EXCUSE,GENM,AGEGRP0
2006,2010,WV,West Virginia,ARDI,Excessive Use,Chronic   ,Breast cancer (females only),Female,All Ages,,,N/A,0.00,0.00,0.00,0.00,0.00,54,CHRONIC,BRECAN,EXCUSE,GENF,AGEGRP0
2006,2010,DC,District of Columbia,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,15-19,0.20,0.20,,,,,,,11,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP8
2006,2010,WV,West Virginia,ARDI,Excessive Use,Chronic   ,Laryngeal cancer,Male,All Ages,,,N/A,0.00,0.02,0.02,0.04,0.04,54,CHRONIC,LARCAN,EXCUSE,GENM,AGEGRP0
2006,2010,NC,North Carolina,ARDI,Excessive Use,Chronic   ,Alcohol cardiomyopathy,Female,All Ages,1.00,1.00,,,,,,,37,CHRONIC,ALCCAR,EXCUSE,GENF,AGEGRP0
2006,2010,IA,Iowa,ARDI,Excessive Use,Acute     ,Suicide by and exposure to alcohol,Male,All Ages,1.00,1.00,,,,,,,19,ACUTE,ALCSUC,EXCUSE,GENM,AGEGRP0
2006,2010,KY,Kentucky,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Male,55-64,0.28,0.28,,,,,,,21,ACUTE,MTVTRA,EXCUSE,GENM,AGEGRP13
2006,2010,IN,Indiana,ARDI,Excessive Use,Acute     ,Excessive blood alcohol level,Male,All Ages,1.00,1.00,,,,,,,18,ACUTE,ALCBLA,EXCUSE,GENM,AGEGRP0
2006,2010,VT,Vermont,ARDI,Excessive Use,Chronic   ,Gastroesophageal hemorrhage,Male,All Ages,0.47,0.47,,,,,,,50,CHRONIC,GASHEM,EXCUSE,GENM,AGEGRP0
2006,2010,WV,West Virginia,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Male,20-24,0.46,0.46,,,,,,,54,ACUTE,MTVTRA,EXCUSE,GENM,AGEGRP9
2006,2010,OH,Ohio,ARDI,Excessive Use,Chronic   ,Alcohol-induced chronic pancreatitis,Female,All Ages,1.00,1.00,,,,,,,39,CHRONIC,ALCCRP,EXCUSE,GENF,AGEGRP0
2006,2010,WA,Washington,ARDI,Excessive Use,Chronic   ,Alcoholic gastritis,Female,All Ages,1.00,1.00,,,,,,,53,CHRONIC,ALCGAS,EXCUSE,GENF,AGEGRP0
2006,2010,SC,South Carolina,ARDI,Excessive Use,Chronic   ,Breast cancer (females only),Female,All Ages,,,N/A,0.00,0.01,0.01,0.00,0.00,45,CHRONIC,BRECAN,EXCUSE,GENF,AGEGRP0
2006,2010,WI,Wisconsin,ARDI,Excessive Use,Acute     ,Homicide,Male,All Ages,0.47,0.47,,,,,,,55,ACUTE,HOMICI,EXCUSE,GENM,AGEGRP0
2006,2010,WV,West Virginia,ARDI,Excessive Use,Acute     ,Homicide,Female,All Ages,0.47,0.47,,,,,,,54,ACUTE,HOMICI,EXCUSE,GENF,AGEGRP0
2006,2010,DC,District of Columbia,ARDI,Excessive Use,Chronic   ,Fetal alcohol syndrome,Male,All Ages,1.00,1.00,,,,,,,11,CHRONIC,ALCFAS,EXCUSE,GENM,AGEGRP0
2006,2010,VT,Vermont,ARDI,Excessive Use,Chronic   ,Spontaneous abortion (females only),Female,All Ages,0.04,0.04,,,,,,,50,CHRONIC,SPONAB,EXCUSE,GENF,AGEGRP0
2006,2010,FL,Florida,ARDI,Excessive Use,Chronic   ,Alcohol-induced chronic pancreatitis,Female,All Ages,1.00,1.00,,,,,,,12,CHRONIC,ALCCRP,EXCUSE,GENF,AGEGRP0
2006,2010,WY,Wyoming,ARDI,Excessive Use,Chronic   ,"Stroke, hemorrhagic",Male,All Ages,,,N/A,0.00,0.03,0.03,0.07,0.07,56,CHRONIC,STROKH,EXCUSE,GENM,AGEGRP0
2006,2010,TX,Texas,ARDI,Excessive Use,Acute     ,Air-space transport,Male,All Ages,0.18,0.18,,,,,,,48,ACUTE,AIRTRA,EXCUSE,GENM,AGEGRP0
2006,2010,KY,Kentucky,ARDI,Excessive Use,Chronic   ,Laryngeal cancer,Female,All Ages,,,N/A,0.00,0.02,0.02,0.01,0.01,21,CHRONIC,LARCAN,EXCUSE,GENF,AGEGRP0
2006,2010,WA,Washington,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,15-19,0.20,0.20,,,,,,,53,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP8
2006,2010,TX,Texas,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,15-19,0.20,0.20,,,,,,,48,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP8
2006,2010,NY,New York,ARDI,Excessive Use,Acute     ,Suicide,Male,All Ages,0.23,0.23,,,,,,,36,ACUTE,SUICID,EXCUSE,GENM,AGEGRP0
2006,2010,MI,Michigan,ARDI,Excessive Use,Acute     ,Water transport,Female,All Ages,0.18,0.18,,,,,,,26,ACUTE,WATTRA,EXCUSE,GENF,AGEGRP0
2006,2010,HI,Hawaii,ARDI,Excessive Use,Chronic   ,Cholelithiases,Female,All Ages,,,N/A,0.00,-0.01,-0.01,-0.01,-0.01,15,CHRONIC,CHOLEL,EXCUSE,GENF,AGEGRP0
2006,2010,IN,Indiana,ARDI,Excessive Use,Acute     ,Aspiration,Female,All Ages,0.18,0.18,,,,,,,18,ACUTE,ASPIRA,EXCUSE,GENF,AGEGRP0
2006,2010,SC,South Carolina,ARDI,Excessive Use,Chronic   ,Supraventricular cardiac dysrhythmia,Male,All Ages,,,N/A,0.00,0.01,0.01,0.01,0.01,45,CHRONIC,SUCADY,EXCUSE,GENM,AGEGRP0
2006,2010,AL,Alabama,ARDI,Excessive Use,Chronic   ,"Liver cirrhosis, unspecified",Male,All Ages,0.40,0.40,,,,,,,01,CHRONIC,LIVCIR,EXCUSE,GENM,AGEGRP0
2006,2010,AZ,Arizona,ARDI,Excessive Use,Chronic   ,Alcoholic psychosis,Female,All Ages,1.00,1.00,,,,,,,04,CHRONIC,ALCPSY,EXCUSE,GENF,AGEGRP0
2006,2010,WI,Wisconsin,ARDI,Excessive Use,Acute     ,Excessive blood alcohol level,Male,All Ages,1.00,1.00,,,,,,,55,ACUTE,ALCBLA,EXCUSE,GENM,AGEGRP0
2006,2010,DE,Delaware,ARDI,Excessive Use,Chronic   ,"Low birth weight, prematurity, IUGR, death",Female,All Ages,,,N/A,0.00,0.03,0.03,0.01,0.01,10,CHRONIC,LBWPID,EXCUSE,GENF,AGEGRP0
2006,2010,NH,New Hampshire,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Male,45-54,0.41,0.41,,,,,,,33,ACUTE,MTVTRA,EXCUSE,GENM,AGEGRP12
2006,2010,AK,Alaska,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Male,15-19,0.26,0.26,,,,,,,02,ACUTE,MTVTRA,EXCUSE,GENM,AGEGRP8
2006,2010,MT,Montana,ARDI,Excessive Use,Acute     ,Aspiration,Male,All Ages,0.18,0.18,,,,,,,30,ACUTE,ASPIRA,EXCUSE,GENM,AGEGRP0
2006,2010,LA,Louisiana,ARDI,Excessive Use,Chronic   ,Fetal alcohol syndrome,Male,All Ages,1.00,1.00,,,,,,,21,CHRONIC,ALCFAS,EXCUSE,GENM,AGEGRP0
2006,2010,MS,Mississippi,ARDI,Excessive Use,Chronic   ,Liver cancer,Female,All Ages,,,N/A,0.00,0.01,0.01,0.01,0.01,28,CHRONIC,LIVCAN,EXCUSE,GENF,AGEGRP0
2006,2010,TX,Texas,ARDI,Excessive Use,Acute     ,Suicide by and exposure to alcohol,Female,All Ages,1.00,1.00,,,,,,,48,ACUTE,ALCSUC,EXCUSE,GENF,AGEGRP0
2006,2010,IN,Indiana,ARDI,Excessive Use,Acute     ,Fall injuries,Female,All Ages,0.32,0.32,,,,,,,18,ACUTE,FALLSS,EXCUSE,GENF,AGEGRP0
2006,2010,WA,Washington,ARDI,Excessive Use,Chronic   ,Alcohol cardiomyopathy,Male,All Ages,1.00,1.00,,,,,,,53,CHRONIC,ALCCAR,EXCUSE,GENM,AGEGRP0
2006,2010,OK,Oklahoma,ARDI,Excessive Use,Chronic   ,"Low birth weight, prematurity, IUGR, death",Female,All Ages,,,N/A,0.00,0.01,0.01,0.00,0.00,40,CHRONIC,LBWPID,EXCUSE,GENF,AGEGRP0
2006,2010,VT,Vermont,ARDI,Excessive Use,Acute     ,Drowning,Male,All Ages,0.34,0.34,,,,,,,50,ACUTE,DROWNI,EXCUSE,GENM,AGEGRP0
2006,2010,LA,Louisiana,ARDI,Excessive Use,Acute     ,Water transport,Female,All Ages,0.18,0.18,,,,,,,21,ACUTE,WATTRA,EXCUSE,GENF,AGEGRP0
2006,2010,TX,Texas,ARDI,Excessive Use,Chronic   ,Epilepsy,Male,All Ages,0.15,0.15,,,,,,,48,CHRONIC,EPILEP,EXCUSE,GENM,AGEGRP0
2006,2010,MO,Missouri,ARDI,Excessive Use,Chronic   ,Cholelithiases,Female,All Ages,,,N/A,0.00,0.00,0.00,0.00,0.00,29,CHRONIC,CHOLEL,EXCUSE,GENF,AGEGRP0
2006,2010,NJ,New Jersey,ARDI,Excessive Use,Chronic   ,Spontaneous abortion (females only),Female,All Ages,0.04,0.04,,,,,,,34,CHRONIC,SPONAB,EXCUSE,GENF,AGEGRP0
2006,2010,RI,Rhode Island,ARDI,Excessive Use,Acute     ,Alcohol poisoning,Female,All Ages,1.00,1.00,,,,,,,44,ACUTE,ALCPOI,EXCUSE,GENF,AGEGRP0
2006,2010,HI,Hawaii,ARDI,Excessive Use,Chronic   ,Chronic pancreatitis,Male,All Ages,0.84,0.84,,,,,,,15,CHRONIC,CHRPAN,EXCUSE,GENM,AGEGRP0
2006,2010,VA,Virginia,ARDI,Excessive Use,Chronic   ,Hypertension,Female,All Ages,,,N/A,0.00,0.01,0.01,0.01,0.01,52,CHRONIC,HYPERT,EXCUSE,GENF,AGEGRP0
2006,2010,WI,Wisconsin,ARDI,Excessive Use,Chronic   ,Laryngeal cancer,Male,All Ages,,,N/A,0.00,0.04,0.04,0.05,0.05,55,CHRONIC,LARCAN,EXCUSE,GENM,AGEGRP0
2006,2010,CT,Connecticut,ARDI,Excessive Use,Chronic   ,Supraventricular cardiac dysrhythmia,Female,All Ages,,,N/A,0.00,0.02,0.02,0.00,0.00,09,CHRONIC,SUCADY,EXCUSE,GENF,AGEGRP0
2006,2010,NJ,New Jersey,ARDI,Excessive Use,Chronic   ,Laryngeal cancer,Male,All Ages,,,N/A,0.00,0.02,0.02,0.04,0.04,34,CHRONIC,LARCAN,EXCUSE,GENM,AGEGRP0
2006,2010,MI,Michigan,ARDI,Excessive Use,Acute     ,Occupational and machine injuries,Female,All Ages,0.18,0.18,,,,,,,26,ACUTE,MACHOB,EXCUSE,GENF,AGEGRP0
2006,2010,SC,South Carolina,ARDI,Excessive Use,Chronic   ,Esophageal cancer,Female,All Ages,,,N/A,0.00,0.01,0.01,0.01,0.01,45,CHRONIC,ESOCAN,EXCUSE,GENF,AGEGRP0
2006,2010,NE,Nebraska,ARDI,Excessive Use,Chronic   ,Prostate cancer (males only),Female,All Ages,0.00,0.00,,,,,,,31,CHRONIC,PROCAN,EXCUSE,GENF,AGEGRP0
2006,2010,FL,Florida,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,35-44,0.34,0.34,,,,,,,12,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP11
2006,2010,KY,Kentucky,ARDI,Excessive Use,Acute     ,Aspiration,Female,All Ages,0.18,0.18,,,,,,,21,ACUTE,ASPIRA,EXCUSE,GENF,AGEGRP0
2006,2010,TX,Texas,ARDI,Excessive Use,Chronic   ,Portal hypertension,Female,All Ages,0.40,0.40,,,,,,,48,CHRONIC,PORHYP,EXCUSE,GENF,AGEGRP0
2006,2010,OK,Oklahoma,ARDI,Excessive Use,Chronic   ,Fetal alcohol syndrome,Male,All Ages,1.00,1.00,,,,,,,40,CHRONIC,ALCFAS,EXCUSE,GENM,AGEGRP0
2006,2010,SC,South Carolina,ARDI,Excessive Use,Chronic   ,Chronic pancreatitis,Male,All Ages,0.84,0.84,,,,,,,45,CHRONIC,CHRPAN,EXCUSE,GENM,AGEGRP0
2006,2010,WY,Wyoming,ARDI,Excessive Use,Acute     ,Air-space transport,Female,All Ages,0.18,0.18,,,,,,,56,ACUTE,AIRTRA,EXCUSE,GENF,AGEGRP0
2006,2010,PA,Pennsylvania,ARDI,Excessive Use,Chronic   ,Laryngeal cancer,Male,All Ages,,,N/A,0.00,0.03,0.03,0.04,0.04,42,CHRONIC,LARCAN,EXCUSE,GENM,AGEGRP0
2006,2010,AL,Alabama,ARDI,Excessive Use,Chronic   ,Chronic hepatitis,Male,All Ages,,,N/A,0.00,0.00,0.00,0.02,0.02,01,CHRONIC,CHRHEP,EXCUSE,GENM,AGEGRP0
2006,2010,WA,Washington,ARDI,Excessive Use,Chronic   ,Epilepsy,Male,All Ages,0.15,0.15,,,,,,,53,CHRONIC,EPILEP,EXCUSE,GENM,AGEGRP0
2006,2010,MO,Missouri,ARDI,Excessive Use,Chronic   ,Alcoholic myopathy,Female,All Ages,1.00,1.00,,,,,,,29,CHRONIC,ALCMYO,EXCUSE,GENF,AGEGRP0
2006,2010,KY,Kentucky,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,65+,0.08,0.08,,,,,,,21,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP5
2006,2010,RI,Rhode Island,ARDI,Excessive Use,Acute     ,Air-space transport,Male,All Ages,0.18,0.18,,,,,,,44,ACUTE,AIRTRA,EXCUSE,GENM,AGEGRP0
2006,2010,MT,Montana,ARDI,Excessive Use,Chronic   ,Alcohol cardiomyopathy,Male,All Ages,1.00,1.00,,,,,,,30,CHRONIC,ALCCAR,EXCUSE,GENM,AGEGRP0
2006,2010,MT,Montana,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,0-14,0.15,0.15,,,,,,,30,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP7
2006,2010,CA,California,ARDI,Excessive Use,Acute     ,Alcohol poisoning,Male,All Ages,1.00,1.00,,,,,,,06,ACUTE,ALCPOI,EXCUSE,GENM,AGEGRP0
2006,2010,HI,Hawaii,ARDI,Excessive Use,Chronic   ,"Stroke, hemorrhagic",Male,All Ages,,,N/A,0.00,0.03,0.03,0.10,0.10,15,CHRONIC,STROKH,EXCUSE,GENM,AGEGRP0
2006,2010,TN,Tennessee,ARDI,Excessive Use,Acute     ,Aspiration,Male,All Ages,0.18,0.18,,,,,,,47,ACUTE,ASPIRA,EXCUSE,GENM,AGEGRP0
2006,2010,RI,Rhode Island,ARDI,Excessive Use,Chronic   ,Alcohol cardiomyopathy,Male,All Ages,1.00,1.00,,,,,,,44,CHRONIC,ALCCAR,EXCUSE,GENM,AGEGRP0
2006,2010,MO,Missouri,ARDI,Excessive Use,Chronic   ,Alcoholic gastritis,Male,All Ages,1.00,1.00,,,,,,,29,CHRONIC,ALCGAS,EXCUSE,GENM,AGEGRP0
2006,2010,WI,Wisconsin,ARDI,Excessive Use,Chronic   ,"Liver cirrhosis, unspecified",Male,All Ages,0.40,0.40,,,,,,,55,CHRONIC,LIVCIR,EXCUSE,GENM,AGEGRP0
2006,2010,CO,Colorado,ARDI,Excessive Use,Chronic   ,Alcohol dependence syndrome,Female,All Ages,1.00,1.00,,,,,,,08,CHRONIC,ALCDSY,EXCUSE,GENF,AGEGRP0
2006,2010,NJ,New Jersey,ARDI,Excessive Use,Acute     ,Alcohol poisoning,Female,All Ages,1.00,1.00,,,,,,,34,ACUTE,ALCPOI,EXCUSE,GENF,AGEGRP0
2006,2010,AK,Alaska,ARDI,Excessive Use,Chronic   ,Hypertension,Male,All Ages,,,N/A,0.00,0.02,0.02,0.02,0.02,02,CHRONIC,HYPERT,EXCUSE,GENM,AGEGRP0
2006,2010,IA,Iowa,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Male,15-19,0.26,0.26,,,,,,,19,ACUTE,MTVTRA,EXCUSE,GENM,AGEGRP8
2006,2010,PA,Pennsylvania,ARDI,Excessive Use,Chronic   ,Ischemic heart disease,Female,All Ages,,,N/A,0.00,0.00,0.00,0.00,0.00,42,CHRONIC,ISCHTD,EXCUSE,GENF,AGEGRP0
2006,2010,TX,Texas,ARDI,Excessive Use,Chronic   ,Cholelithiases,Male,All Ages,,,N/A,0.00,0.00,0.00,-0.01,-0.01,48,CHRONIC,CHOLEL,EXCUSE,GENM,AGEGRP0
2006,2010,AK,Alaska,ARDI,Excessive Use,Chronic   ,Hypertension,Female,All Ages,,,N/A,0.00,0.02,0.02,0.01,0.01,02,CHRONIC,HYPERT,EXCUSE,GENF,AGEGRP0
2006,2010,VA,Virginia,ARDI,Excessive Use,Acute     ,Child maltreatment,Female,All Ages,0.16,0.16,,,,,,,52,ACUTE,CHILAB,EXCUSE,GENF,AGEGRP0
2006,2010,WI,Wisconsin,ARDI,Excessive Use,Acute     ,Water transport,Male,All Ages,0.18,0.18,,,,,,,55,ACUTE,WATTRA,EXCUSE,GENM,AGEGRP0
2006,2010,KY,Kentucky,ARDI,Excessive Use,Chronic   ,Alcoholic gastritis,Male,All Ages,1.00,1.00,,,,,,,21,CHRONIC,ALCGAS,EXCUSE,GENM,AGEGRP0
2006,2010,TX,Texas,ARDI,Excessive Use,Chronic   ,Alcohol-induced chronic pancreatitis,Female,All Ages,1.00,1.00,,,,,,,48,CHRONIC,ALCCRP,EXCUSE,GENF,AGEGRP0
2006,2010,WV,West Virginia,ARDI,Excessive Use,Acute     ,Excessive blood alcohol level,Male,All Ages,1.00,1.00,,,,,,,54,ACUTE,ALCBLA,EXCUSE,GENM,AGEGRP0
2006,2010,KY,Kentucky,ARDI,Excessive Use,Acute     ,Air-space transport,Male,All Ages,0.18,0.18,,,,,,,21,ACUTE,AIRTRA,EXCUSE,GENM,AGEGRP0
2006,2010,OH,Ohio,ARDI,Excessive Use,Chronic   ,"Stroke, ischemic",Male,All Ages,,,N/A,0.00,0.04,0.04,0.02,0.02,39,CHRONIC,STROKI,EXCUSE,GENM,AGEGRP0
2006,2010,CO,Colorado,ARDI,Excessive Use,Chronic   ,Epilepsy,Female,All Ages,0.15,0.15,,,,,,,08,CHRONIC,EPILEP,EXCUSE,GENF,AGEGRP0
2006,2010,NH,New Hampshire,ARDI,Excessive Use,Acute     ,Suicide by and exposure to alcohol,Female,All Ages,1.00,1.00,,,,,,,33,ACUTE,ALCSUC,EXCUSE,GENF,AGEGRP0
2006,2010,ND,North Dakota,ARDI,Excessive Use,Chronic   ,"Stroke, hemorrhagic",Male,All Ages,,,N/A,0.00,0.03,0.03,0.06,0.06,38,CHRONIC,STROKH,EXCUSE,GENM,AGEGRP0
2006,2010,IA,Iowa,ARDI,Excessive Use,Chronic   ,Psoriasis,Male,All Ages,,,N/A,0.00,0.00,0.00,0.01,0.01,19,CHRONIC,PSORIA,EXCUSE,GENM,AGEGRP0
2006,2010,ID,Idaho,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,20-24,0.36,0.36,,,,,,,16,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP9
2006,2010,MD,Maryland,ARDI,Excessive Use,Chronic   ,Hypertension,Male,All Ages,,,N/A,0.00,0.01,0.01,0.02,0.02,24,CHRONIC,HYPERT,EXCUSE,GENM,AGEGRP0
2006,2010,DE,Delaware,ARDI,Excessive Use,Chronic   ,"Liver cirrhosis, unspecified",Male,All Ages,0.40,0.40,,,,,,,10,CHRONIC,LIVCIR,EXCUSE,GENM,AGEGRP0
2006,2010,VA,Virginia,ARDI,Excessive Use,Acute     ,Fire injuries,Female,All Ages,0.42,0.42,,,,,,,52,ACUTE,FIREIN,EXCUSE,GENF,AGEGRP0
2006,2010,KY,Kentucky,ARDI,Excessive Use,Chronic   ,"Liver cirrhosis, unspecified",Male,All Ages,0.40,0.40,,,,,,,21,CHRONIC,LIVCIR,EXCUSE,GENM,AGEGRP0
2006,2010,RI,Rhode Island,ARDI,Excessive Use,Chronic   ,"Stroke, ischemic",Male,All Ages,,,N/A,0.00,0.05,0.05,0.02,0.02,44,CHRONIC,STROKI,EXCUSE,GENM,AGEGRP0
2006,2010,AK,Alaska,ARDI,Excessive Use,Chronic   ,Supraventricular cardiac dysrhythmia,Male,All Ages,,,N/A,0.00,0.02,0.02,0.01,0.01,02,CHRONIC,SUCADY,EXCUSE,GENM,AGEGRP0
2006,2010,OH,Ohio,ARDI,Excessive Use,Chronic   ,Supraventricular cardiac dysrhythmia,Male,All Ages,,,N/A,0.00,0.01,0.01,0.01,0.01,39,CHRONIC,SUCADY,EXCUSE,GENM,AGEGRP0
2006,2010,CO,Colorado,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Male,55-64,0.28,0.28,,,,,,,08,ACUTE,MTVTRA,EXCUSE,GENM,AGEGRP13
2006,2010,MN,Minnesota,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Male,0-14,0.15,0.15,,,,,,,27,ACUTE,MTVTRA,EXCUSE,GENM,AGEGRP7
2006,2010,ID,Idaho,ARDI,Excessive Use,Chronic   ,Cholelithiases,Female,All Ages,,,N/A,0.00,0.00,0.00,0.00,0.00,16,CHRONIC,CHOLEL,EXCUSE,GENF,AGEGRP0
2006,2010,OK,Oklahoma,ARDI,Excessive Use,Acute     ,Fall injuries,Female,All Ages,0.32,0.32,,,,,,,40,ACUTE,FALLSS,EXCUSE,GENF,AGEGRP0
2006,2010,DC,District of Columbia,ARDI,Excessive Use,Chronic   ,Spontaneous abortion (females only),Female,All Ages,0.04,0.04,,,,,,,11,CHRONIC,SPONAB,EXCUSE,GENF,AGEGRP0
2006,2010,UT,Utah,ARDI,Excessive Use,Chronic   ,Alcoholic psychosis,Male,All Ages,1.00,1.00,,,,,,,51,CHRONIC,ALCPSY,EXCUSE,GENM,AGEGRP0
2006,2010,US,National,ARDI,Excessive Use,Chronic   ,Epilepsy,Female,All Ages,0.15,0.15,,,,,,,00,CHRONIC,EPILEP,EXCUSE,GENF,AGEGRP0
